[ 2012-11-10T10:01:45+08:00 ] / | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-11-10T10:01:45+08:00 ] / | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001531s ]
[ 2012-11-10T10:01:45+08:00 ] / | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-11-10T10:01:45+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-11-10T10:01:45+08:00 ] /index.php/Index/main | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001254s ]
[ 2012-11-10T10:01:45+08:00 ] /index.php/Index/main | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-11-10T10:01:45+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY id desc [ RunTime:0.000713s ]
[ 2012-11-10T10:01:45+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined index:  searchkey IndexAction.class.php 第 27 行.
[ 2012-11-10T10:01:45+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined variable: where IndexAction.class.php 第 31 行.
[ 2012-11-10T10:01:45+08:00 ] /index.php/Index/main | SQL: SELECT COUNT(*) AS tp_count FROM `y_account` LIMIT 1  [ RunTime:0.000131s ]
[ 2012-11-10T10:01:45+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY `id` desc LIMIT 0,20  [ RunTime:0.000360s ]
[ 2012-11-10T10:01:45+08:00 ] /index.php/Index/main | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2012-11-10T10:01:45+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-11-10T10:01:46+08:00 ] /index.php/Index/left | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000904s ]
[ 2012-11-10T10:01:46+08:00 ] /index.php/Index/left | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-11-10T10:01:46+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 15 行.
[ 2012-11-10T10:01:46+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: isConnect 196c657f8b82048b1beeb0f9599f5fdc.php 第 59 行.
[ 2012-11-10T10:01:46+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 114 行.
[ 2012-11-10T10:01:46+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 220 行.
[ 2012-11-10T10:01:46+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 287 行.
[ 2012-11-10T10:01:58+08:00 ] /index.php/Index/main?searchkey=y00166213 | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-11-10T10:01:58+08:00 ] /index.php/Index/main?searchkey=y00166213 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001169s ]
[ 2012-11-10T10:01:58+08:00 ] /index.php/Index/main?searchkey=y00166213 | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-11-10T10:01:58+08:00 ] /index.php/Index/main?searchkey=y00166213 | SQL: SELECT * FROM `y_account` ORDER BY id desc [ RunTime:0.000145s ]
[ 2012-11-10T10:01:58+08:00 ] /index.php/Index/main?searchkey=y00166213 | SQL: SELECT COUNT(*) AS tp_count FROM `y_account` WHERE ( website_name like '%y00166213%' OR contract_number like '%y00166213%' OR url like '%y00166213%' ) LIMIT 1  [ RunTime:0.000386s ]
[ 2012-11-10T10:01:58+08:00 ] /index.php/Index/main?searchkey=y00166213 | SQL: SELECT * FROM `y_account` WHERE ( website_name like '%y00166213%' OR contract_number like '%y00166213%' OR url like '%y00166213%' ) ORDER BY `id` desc LIMIT 0,20  [ RunTime:0.000295s ]
[ 2012-11-10T10:01:58+08:00 ] /index.php/Index/main?searchkey=y00166213 | NOTIC: [2048] Creating default object from empty value CommonAction.class.php 第 161 行.
[ 2012-11-10T10:02:16+08:00 ] /index.php/Account/edit/id/39 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000919s ]
[ 2012-11-10T10:02:16+08:00 ] /index.php/Account/edit/id/39 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '39' ) LIMIT 1  [ RunTime:0.000194s ]
[ 2012-11-10T10:02:16+08:00 ] /index.php/Account/edit/id/39 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000422s ]
[ 2012-11-10T10:02:16+08:00 ] /index.php/Account/edit/id/39 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '39' ) LIMIT 1  [ RunTime:0.000131s ]
[ 2012-11-10T10:02:16+08:00 ] /index.php/Account/edit/id/39 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000366s ]
[ 2012-11-10T10:02:16+08:00 ] /index.php/Account/edit/id/39 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 11 ) ORDER BY ordernum desc [ RunTime:0.000468s ]
[ 2012-11-10T10:02:16+08:00 ] /index.php/Account/edit/id/39 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 287 行.
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001344s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_account` WHERE ( `id` = '39' ) LIMIT 1  [ RunTime:0.000077s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000561s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | NOTIC: [8] Undefined index:  lang CategoryAction.class.php 第 105 行.
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SHOW COLUMNS FROM `y_part` [ RunTime:0.000534s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = 0 ) ORDER BY orderNum desc [ RunTime:0.000423s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = '17' ) ORDER BY orderNum desc [ RunTime:0.000186s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = '18' ) ORDER BY orderNum desc [ RunTime:0.000212s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = '19' ) ORDER BY orderNum desc [ RunTime:0.000181s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = '20' ) ORDER BY orderNum desc [ RunTime:0.000176s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = '21' ) ORDER BY orderNum desc [ RunTime:0.000182s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = '22' ) ORDER BY orderNum desc [ RunTime:0.000241s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = '23' ) ORDER BY orderNum desc [ RunTime:0.000243s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = '24' ) ORDER BY orderNum desc [ RunTime:0.000251s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = '25' ) ORDER BY orderNum desc [ RunTime:0.000250s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = '26' ) ORDER BY orderNum desc [ RunTime:0.000276s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = '35' ) ORDER BY orderNum desc [ RunTime:0.000242s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000613s ]
[ 2012-11-10T10:02:21+08:00 ] /index.php/Category/part | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 11 ) AND ( `is_publish` = 1 ) [ RunTime:0.000469s ]
[ 2012-11-10T10:02:24+08:00 ] /index.php/Category/addPart/id/17 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001203s ]
[ 2012-11-10T10:02:24+08:00 ] /index.php/Category/addPart/id/17 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '39' ) LIMIT 1  [ RunTime:0.000078s ]
[ 2012-11-10T10:02:24+08:00 ] /index.php/Category/addPart/id/17 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000514s ]
[ 2012-11-10T10:02:24+08:00 ] /index.php/Category/addPart/id/17 | SQL: SHOW COLUMNS FROM `y_part` [ RunTime:0.000407s ]
[ 2012-11-10T10:02:24+08:00 ] /index.php/Category/addPart/id/17 | SQL: SELECT * FROM `y_part` WHERE id = 17 LIMIT 1  [ RunTime:0.000262s ]
[ 2012-11-10T10:02:24+08:00 ] /index.php/Category/addPart/id/17 | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = 0 ) [ RunTime:0.000241s ]
[ 2012-11-10T10:02:24+08:00 ] /index.php/Category/addPart/id/17 | NOTIC: [8] Undefined variable: option CategoryAction.class.php 第 163 行.
[ 2012-11-10T10:02:24+08:00 ] /index.php/Category/addPart/id/17 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000486s ]
[ 2012-11-10T10:02:24+08:00 ] /index.php/Category/addPart/id/17 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 11 ) AND ( `is_publish` = 1 ) [ RunTime:0.000069s ]
[ 2012-11-10T10:02:27+08:00 ] /index.php/Category/undatePart | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001003s ]
[ 2012-11-10T10:02:27+08:00 ] /index.php/Category/undatePart | SQL: SELECT * FROM `y_account` WHERE ( `id` = '39' ) LIMIT 1  [ RunTime:0.000092s ]
[ 2012-11-10T10:02:27+08:00 ] /index.php/Category/undatePart | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000566s ]
[ 2012-11-10T10:02:27+08:00 ] /index.php/Category/undatePart | SQL: SHOW COLUMNS FROM `y_part` [ RunTime:0.000551s ]
[ 2012-11-10T10:02:27+08:00 ] /index.php/Category/undatePart | SQL: UPDATE `y_part` SET `id`='17',`pid`='0',`lang`='zh-cn',`title`='网站首页',`url`='/index.php',`description`='',`nowModule`='',`alias`='',`orderNum`='10',`is_publish`='1' WHERE id=17 [ RunTime:0.588289s ]
[ 2012-11-10T10:02:28+08:00 ] /index.php/Category/addPart/id/17 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000941s ]
[ 2012-11-10T10:02:28+08:00 ] /index.php/Category/addPart/id/17 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '39' ) LIMIT 1  [ RunTime:0.000069s ]
[ 2012-11-10T10:02:28+08:00 ] /index.php/Category/addPart/id/17 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000398s ]
[ 2012-11-10T10:02:28+08:00 ] /index.php/Category/addPart/id/17 | SQL: SHOW COLUMNS FROM `y_part` [ RunTime:0.000389s ]
[ 2012-11-10T10:02:28+08:00 ] /index.php/Category/addPart/id/17 | SQL: SELECT * FROM `y_part` WHERE id = 17 LIMIT 1  [ RunTime:0.000212s ]
[ 2012-11-10T10:02:28+08:00 ] /index.php/Category/addPart/id/17 | SQL: SELECT * FROM `y_part` WHERE ( `lang` = 'zh-cn' ) AND ( `pid` = 0 ) [ RunTime:0.000238s ]
[ 2012-11-10T10:02:28+08:00 ] /index.php/Category/addPart/id/17 | NOTIC: [8] Undefined variable: option CategoryAction.class.php 第 163 行.
[ 2012-11-10T10:02:28+08:00 ] /index.php/Category/addPart/id/17 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000383s ]
[ 2012-11-10T10:02:28+08:00 ] /index.php/Category/addPart/id/17 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 11 ) AND ( `is_publish` = 1 ) [ RunTime:0.000067s ]
[ 2012-11-10T11:31:17+08:00 ] /index.php/Index/main | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001365s ]
[ 2012-11-10T11:31:17+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` WHERE ( `id` = '39' ) LIMIT 1  [ RunTime:0.000095s ]
[ 2012-11-10T11:31:17+08:00 ] /index.php/Index/main | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000670s ]
